שם חברה,תאור של ארגון רכש,תקנה תקציבית,תיאור תקנה תקציבית,הזמנת רכש,מטרת התקשרות,תאריך יצירת ההזמנה,סיום תקופת תוקף,קוד ספק,שם הספק,"ערך ההזמנה כולל מע""מ",מטבע,"ביצוע חשבוניות במטבע מקומי כולל מע""מ והצ",אופן רכישה,"מס' פנייה במנו""ף/מנור""",סיבת פטור,הזמנה רגישה
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501077807,ציוד משרדי עבור לשכת האוכלוסין בפתח תקוה,07-08-15,02-01-16,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",2058.9299999999998,ILS,2060.21,תקנה 14ב - מכרז מרכזי,529619,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68120110,הוצאות תפעול,4501078068,יום עיון מקצועי למרחב תל אביב,07-09-15,12-31-15,0040242875,"איכות קייטרינג שולץ 1997 בע""מ",1791.51,ILS,1807.41,תקנה 1ב - מכרז פומבי רגיל,9999,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68120110,הוצאות תפעול,4501078073,הדרכת מפקחי אכיפה,07-09-15,12-31-15,0040242875,"איכות קייטרינג שולץ 1997 בע""מ",970.4,ILS,979.01,תקנה 1ב - מכרז פומבי רגיל,9999,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501078373,כיבוד לכנס,07-09-15,,0041058922,"אדון שוקו שיווק 2008 בע""מ",308.64999999999998,ILS,311.27999999999997,תקנה 14ב - מכרז מרכזי,9999,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501078439,מכרז חשכל,07-09-15,02-01-16,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",4511.0200000000004,ILS,4549.6000000000004,תקנה 14ב - מכרז מרכזי,529619,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501078449,מכרז חשכל,07-09-15,02-01-16,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",2244.6,ILS,2246.13,תקנה 14ב - מכרז מרכזי,529619,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501078455,מכרז משקי,07-09-15,12-31-15,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",11110.1,ILS,11205.04,תקנה 1ב - מכרז פומבי רגיל,מכרז פומבי ציוד משקי,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501078574,חניות למבקרים מתוך הרשות,07-12-15,,0040410142,"פאר התאומים ירושלים (1994) בע""מ",2360,ILS,1204.01,פטור ממכרז,באישור וועדת הפטור,תקנה 3(4)(ב)(3) - התקשרות המשך באישור ועדת פטור מרכזית,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501079856,כיבוד לכנס מנהלים,07-13-15,12-31-15,0040242875,"איכות קייטרינג שולץ 1997 בע""מ",1403.98,ILS,0,תקנה 14ב - מכרז מרכזי,כיבוד לכנס מנהלים,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501080051,ציוד משרדי עבור לשכת האוכלוסין בחיפה,07-14-15,02-01-16,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",1279.08,ILS,1288.8699999999999,תקנה 14ב - מכרז מרכזי,529619,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501080076,ציוד משרדי עבור תת לשכת נהריה,07-14-15,02-01-16,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",1101.95,ILS,1111.3800000000001,תקנה 14ב - מכרז מרכזי,529619,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501080131,ציוד משרדי עבור לשכת האוכלוסין בעכו,07-14-15,02-01-16,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",2894.4,ILS,2919.12,תקנה 14ב - מכרז מרכזי,529619,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501080229,ציוד משרדי עבור לשכת האוכלוסין בחדרה,07-14-15,02-01-16,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",4091.04,ILS,4125.9799999999996,תקנה 14ב - מכרז מרכזי,529619,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68120110,הוצאות תפעול,4501080350,שיפוץ יחידת מסתננים בית דגן,07-14-15,,0040325735,חברה להדברת עשבי בר בעמ,347033.7,ILS,349999.8,תקנה 14ב - מכרז מרכזי,שיפוץ יחידת מסתננים בית דגן,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68120110,הוצאות תפעול,4501080525,לחם ושוקולד למעוכבים,07-15-15,,0040572752,"סולי סיטונאות וקימעונאות בע""מ",2962.51,ILS,2987.83,פטור ממכרז,,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
רשות האוכלוסין וההגירה,רשות ההגירה,68120110,הוצאות תפעול,4501080527,מדבקות למדפסת תגים לכבודה,07-15-15,,0040004312,"גלילון תעשיות בע""מ",2974.14,ILS,2999.56,פטור ממכרז,,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
רשות האוכלוסין וההגירה,רשות ההגירה,68120110,הוצאות תפעול,4501080529,מנוי למאגר יחידה RSD,07-15-15,,0050025316,KEESING REFERENCE SYSTEMS,669,EUR,3264.17,פטור ממכרז,9999,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501080602,ציוד משרדי עבור לשכת מזרח ירושלים,07-15-15,02-01-16,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",11697.69,ILS,11797.66,תקנה 14ב - מכרז מרכזי,529619,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501080727,יועץ למשאבי אנוש,07-15-15,07-08-16,0040009751,"ביפ יישומים פסיכולוגיים בע""מ",27495,ILS,17108,פטור ממכרז,יועץ למשאבי אנוש,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501080777,ציוד משרדי לתת לשכת גילה,07-15-15,02-01-16,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",1000.02,ILS,1008.57,תקנה 14ב - מכרז מרכזי,529619,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501080799,ציוד משרדי עבור לשכת נתניה,07-15-15,02-01-16,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",3728.69,ILS,3760.55,תקנה 14ב - מכרז מרכזי,529619,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501080843,ציוד משרדי עבור לשכת עפולה,07-15-15,02-01-16,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",840.37,ILS,838.39,תקנה 14ב - מכרז מרכזי,529619,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501081094,הדפסת פנקסי קבלות,07-16-15,,0040402077,דפוס הבירה,49991.18,ILS,5605,פטור ממכרז,הדפסת פנקסי קבלות,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501081214,הכנת פרוגרמה מדפיס ממשלתי,07-16-15,,0010000192,מינהל הדיור הממשלתי,6500,ILS,0,פטור ממכרז,מינהל הדיור,לא בשימוש,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501081306,מסירות משפטיות,07-16-15,02-11-16,0041133650,"טאבוטקסט לב שירותים משפטיים בע""מ",25000.07,ILS,2691,פטור ממכרז,9999,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110233,הוצאות תפעול ומחשוב,4501081608,הזמנת מדבקות לויזה חדשה ללשכות האוכלוסין,07-19-15,12-31-15,0010000173,המדפיס הממשלתי,285000,ILS,228000,אחר,המדפיס הממשלתי,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501081618,ציוד משרדי עבור לשכת טבריה,07-19-15,02-01-16,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",662.62,ILS,668.27,תקנה 14ב - מכרז מרכזי,529619,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501081662,מעטפות ללשכות האוכלוסין,07-19-15,,0010000173,המדפיס הממשלתי,36000,ILS,36000,אחר,המדפיס הממשלתי,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501081710,ציוד חשמלי למטבח עבור לשכת בני ברק,07-19-15,12-31-15,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",1234.3499999999999,ILS,1244.9000000000001,תקנה 1ב - מכרז פומבי רגיל,מכרז פומבי ציוד משקי,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501081750,כסא מנהל עבור מנהלת לשכת נתניה,07-19-15,08-31-15,0040003692,"טופ-ליין יבוא ושיווק רהיטים בע""מ",618.41999999999996,ILS,623.71,תקנה 14ב - מכרז מרכזי,537946,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501081799,ציוד משרדי עבור לשכת כרמיאל,07-19-15,02-01-16,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",789.95,ILS,796.69,תקנה 14ב - מכרז מרכזי,529619,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110202,"פעולות, שירותים",4501081816,"הזמנת פריטים שונים לפי חשכ""ל",07-19-15,,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",639.75,ILS,645.22,תקנה 14ב - מכרז מרכזי,529619,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501081865,ציוד משרדי עבור לשכת כפר סבא,07-19-15,02-01-16,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",2057.46,ILS,2075.02,תקנה 14ב - מכרז מרכזי,529619,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501081881,ציוד משרדי עבור לשכת מעלה אדומים,07-19-15,02-01-16,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",1389.92,ILS,1401.78,תקנה 14ב - מכרז מרכזי,529619,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68130105,הוצאות תפעול,4501081891,הסעות,07-19-15,07-31-15,0040011930,"המוביל הדרומי צביקה (1990) בע""מ",2340,ILS,218.9,תקנה 14ב - מכרז מרכזי,537423,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501081925,ציוד משקי,07-19-15,,0040468239,"אלקטרו שופ בע""מ",10389.6,ILS,0,פטור ממכרז,9999,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501082006,כיסאות ללשכת ירושלים,07-19-15,08-31-15,0040003692,"טופ-ליין יבוא ושיווק רהיטים בע""מ",1928.33,ILS,1944.82,תקנה 14ב - מכרז מרכזי,537946,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110233,הוצאות תפעול ומחשוב,4501082391,רכישת טונרים,07-20-15,,0041097839,"גטר גרופ בע""מ",39875.699999999997,ILS,6501.3,תקנה 14ב - מכרז מרכזי,16.5.5,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110202,"פעולות, שירותים",4501082411,"עבור שליחת 1,000,000 הודעות SMS באורך של 150 תווים",07-20-15,,0040001591,"בזק החברה הישראלית לתקשורת בע""מ",96408,ILS,0,פטור ממכרז,98,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110202,"פעולות, שירותים",4501082567,כרטיס מסך למחשב,07-20-15,,0040001247,"הראל טכנולוגיות מידע בע""מ",2714.4,ILS,2737.6,פטור ממכרז,99,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
רשות האוכלוסין וההגירה,רשות ההגירה,68120110,הוצאות תפעול,4501083077,"מקרר למשל""ט",07-21-15,12-31-15,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",2070.9,ILS,2088.6,תקנה 1ב - מכרז פומבי רגיל,מכרז פומבי ציוד משקי,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68120110,הוצאות תפעול,4501083083,ריהוט למשרדים בחיפה,07-21-15,08-31-15,0040003692,"טופ-ליין יבוא ושיווק רהיטים בע""מ",10384.5,ILS,10384.549999999999,תקנה 14ב - מכרז מרכזי,9999,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501083229,מוצרי חשמל וכלי מטבח עבור לשכת רחובות,07-22-15,12-31-15,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",3245.58,ILS,3202.22,תקנה 1ב - מכרז פומבי רגיל,מכרז פומבי ציוד משקי,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501083274,קופסאות קרטון עם מכסה ללשכות הרשות,07-22-15,02-01-16,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",49140,ILS,4650.24,תקנה 14ב - מכרז מרכזי,529619,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110202,"פעולות, שירותים",4501083311,הזמנת מדפסות צבעוניות,07-22-15,07-31-16,0040001247,"הראל טכנולוגיות מידע בע""מ",13192.03,ILS,0,תקנה 14ב - מכרז מרכזי,16.5.5,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110202,"פעולות, שירותים",4501083332,"הזמנת מסכים 19"" לאתרי מנ""א",07-22-15,05-21-16,0040001608,"חיון מחשבים בע""מ",54763.02,ILS,0,תקנה 14ב - מכרז מרכזי,541738,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501083406,הדפסת שוברי זיכוי ומזומנים לשנת 2015,07-22-15,,0040404236,"ד.ר.מ עמית בע""מ",2960.1,ILS,2985.4,פטור ממכרז,,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
