שם חברה,תקנה תקציבית,תיאור תקנה תקציבית,הזמנת רכש,מטרת התקשרות,תאריך יצירת ההזמנה,סיום תקופת תוקף,קוד ספק,שם הספק,"ערך ההזמנה כולל מע""מ",מטבע,"ביצוע חשבוניות במטבע מקומי כולל מע""מ והצ",אופן רכישה,סיבת פטור,"מס' פנייה במנו""ף/מנור""",הזמנה רגישה
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501090810,עיצוב עלון מידע במסגרת תקנות צו הפטר.,08-10-15,,0040182817,דפוס בארי שותפות מוגבלת,2047.5,ILS,2065,תקנה 1ב - מכרז פומבי רגיל,,533523,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501090822,רישום קבוצות ספורט 2015-2016,08-10-15,,0040000536,הפועל _ המחלקה לספורט במקומות העבוד,31035,ILS,0,פטור ממכרז,תקנה 3(29) - ספק יחיד,572050,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501091329,יומנים לרשמים 2015-2016,08-11-15,,0040001103,קרביץ (1974) בעמ,1191.6500000000001,ILS,1201.83,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501091281,כיבוד טקס מצטיינים 2015,08-11-15,,0041069958,"קפה בעגלא בע""מ",10348.65,ILS,10349.36,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501091407,"קרגלים עבור המטה, רבעון ד' 2015",08-11-15,,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",262.08,ILS,264.32,תקנה 14ב - מכרז מרכזי,,529619,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501092526,תיקון שדכן חשמלי,08-13-15,,0040001103,קרביץ (1974) בעמ,134.55000000000001,ILS,135.69999999999999,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501092837,בקבוקי יין הרמת כוסית ראש השנה 2015,08-16-15,,0040357475,רוחם מרדכי,991.69,ILS,1000.17,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501093252,"הרמת כוסית לראש השנה ופרידה ממנכ""ל הרשות-מחוז צפון",08-16-15,,0041058922,"אדון שוקו שיווק 2008 בע""מ",8765.52,ILS,8000.4,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501092847,מתנה ראש השנה 2015,08-16-15,,0040357475,רוחם מרדכי,4214.6899999999996,ILS,4250.71,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501093597,מעטפות חלון,08-17-15,,0010000173,המדפיס הממשלתי,18600,ILS,0,פטור ממכרז,תקנה 3(5) - חברה ממשלתית,משרד ממשלתי,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501095198,"מדבקות לייזר למסלול המקוצר, 2015",08-23-15,,0040001103,קרביץ (1974) בעמ,2925,ILS,2950,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501095361,נגן לטקס מצטיינים 2015,08-23-15,,0041112193,פרחי דורון,1989,ILS,1989,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501095322,נגן לטקס פרידה ממנהל הרשות,08-23-15,,0040545874,גרשטנקורן מישל,1026.2,ILS,1026.2,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501095327,נגן לטקס פרידה ממנהל הרשות,08-23-15,,0040544708,סורין גיל,936,ILS,944,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501095337,נגן לטקס פרידה ממנהל הרשות,08-23-15,,0040580131,ארז רם,700,ILS,700,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501095510,"שירותי תיקונים הוצל""פ עכו",08-23-15,,0040004217,ת.ד.ל בעמ,31824,ILS,31824,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550112,הוצאות מחשוב,4501095092,"תקשורת פסיבית הוצל""פ ת""א",08-23-15,,0040001165,"בינת יישום מערכות בע""מ",3724.09,ILS,3755.92,תקנה 14ב - מכרז מרכזי,,516787,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501095994,"כיבוד עבור כנס בעלי תפקידים- הוצל""פ חיפה",08-24-15,,0041058922,"אדון שוקו שיווק 2008 בע""מ",4957.8900000000003,ILS,4957.88,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501095761,מכתבים למילואימניקים,08-24-15,,0040001612,"מלם מערכות בע""מ",203.17,ILS,204.91,פטור ממכרז,תקנה 3(4)(ב)(3) - התקשרות המשך באישור ועדת פטור מרכזית,99,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501096112,רכישת ספרות משפטית - אתיקה של שופטים,08-25-15,,0040007045,"פרלשטיין גינוסר בע""מ",4747.42,ILS,4747.42,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550112,הוצאות מחשוב,4501096437,תחזוקה למערכת ניהול רכב,08-25-15,,0040012127,"סוופקום בע""מ",29250,ILS,9360,פטור ממכרז,תקנה 3(29) - ספק יחיד,9999,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501096571,הזמנות לטקס מצטיינים 2014,08-26-15,,0040004338,"דפוס ציון בע""מ",351,ILS,351,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501096735,"טונרים משרדי כפר- סבא, רבעון ד' 2015",08-26-15,,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",3425.94,ILS,3437.89,תקנה 14ב - מכרז מרכזי,,537981,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501096737,"טונרים משרדי כפר- סבא, רבעון ד' 2015",08-26-15,,0041097839,"גטר גרופ בע""מ",8074.4,ILS,8682.7000000000007,תקנה 14ב - מכרז מרכזי,,537981,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501096740,"טונרים משרדי כפר- סבא, רבעון ד' 2015",08-26-15,,0040001244,"דנגוט מחשבים בע""מ",11525,ILS,0,תקנה 14ב - מכרז מרכזי,,537981,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501096742,"טונרים משרדי כפר- סבא, רבעון ד' 2015",08-26-15,,0040001247,"הראל טכנולוגיות מידע בע""מ",4004.03,ILS,4660.2299999999996,תקנה 14ב - מכרז מרכזי,,537981,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501096832,"טונרים עבור לשכת נתניה, רבעון ד' 2015",08-26-15,,0040001244,"דנגוט מחשבים בע""מ",1186.73,ILS,0,תקנה 14ב - מכרז מרכזי,,537981,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501096849,"טונרים ראשל""צ, רבעון ד' 2015",08-26-15,,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",2022.93,ILS,2022.92,תקנה 14ב - מכרז מרכזי,,537981,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501096852,"טונרים ראשל""צ, רבעון ד' 2015",08-26-15,,0041097839,"גטר גרופ בע""מ",5382.94,ILS,5788.47,תקנה 14ב - מכרז מרכזי,,537981,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501096853,"טונרים ראשל""צ, רבעון ד' 2015",08-26-15,,0040001244,"דנגוט מחשבים בע""מ",1977.89,ILS,2161.52,תקנה 14ב - מכרז מרכזי,,537981,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501096854,"טונרים ראשל""צ, רבעון ד' 2015",08-26-15,,0040001247,"הראל טכנולוגיות מידע בע""מ",1804.7,ILS,0,תקנה 14ב - מכרז מרכזי,,537981,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501096731,"ציוד משרדי כפר- סבא, רבעון ד' 2015",08-26-15,,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",4021.27,ILS,937.04,תקנה 14ב - מכרז מרכזי,,529619,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501096830,"ציוד משרדי נתניה, רבעון ד' 2015",08-26-15,,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",1035.54,ILS,827.66,תקנה 14ב - מכרז מרכזי,,529619,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501096847,"ציוד משרדי ראשל""צ, רבעון ד' 2015",08-26-15,,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",3033.5,ILS,3028.04,תקנה 14ב - מכרז מרכזי,,529619,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501097141,פרחים לטקס מצטיינים,08-27-15,,0040001469,"א.מ. פרחים בע""מ",888.12,ILS,0,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501097417,מוקד סיור מכרז 14/12 שנת 2015-2016,08-30-15,09-30-16,0040005144,ג'י פור אס טכנולוגיות מיגון (ישראל),102492,ILS,16795.349999999999,תקנה 1ב - מכרז פומבי רגיל,,555098,לא
רשות האכיפה והגבייה,08550112,הוצאות מחשוב,4501097419,שוש טכנולוגי - הכנה להקמת DR,08-30-15,12-31-14,0040001605,"טלדור מערכות מחשבים (1986) בע""מ",1152450,ILS,406805,פטור ממכרז,תקנה 3(4)(ב)(3) - התקשרות המשך באישור ועדת פטור מרכזית,9999,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501098447,ייעוץ פיתוח מנהלים והדרכה,09-01-15,08-31-16,0040149611,המסלול האקדמי המכללה למינהל מיסודה,678167.1,ILS,0,תקנה 1ב - מכרז פומבי רגיל,,566864,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501098594,צלם הרמת כוסית ראש השנה 2015,09-01-15,,0041344303,אביטל עוז,1200,ILS,1200,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501099061,"טונרים לשכת רמלה, רבעון ד' 2015",09-02-15,,0041097839,"גטר גרופ בע""מ",5478.19,ILS,5890.28,תקנה 14ב - מכרז מרכזי,,537981,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501099067,"טונרים לשכת רמלה, רבעון ד' 2015",09-02-15,,0040001247,"הראל טכנולוגיות מידע בע""מ",902.36,ILS,0,תקנה 14ב - מכרז מרכזי,,537981,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501099171,"טונרים מינהל הגבייה, רבעון ד' 2015",09-02-15,,0040001247,"הראל טכנולוגיות מידע בע""מ",2073.5,ILS,2410.2600000000002,תקנה 14ב - מכרז מרכזי,,537981,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501099142,"טונרים עבור מג""ק, רבעון ד' 2015",09-02-15,,0041097839,"גטר גרופ בע""מ",538.29,ILS,577.22,תקנה 14ב - מכרז מרכזי,,537981,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501099145,"טונרים עבור מג""ק, רבעון ד' 2015",09-02-15,,0040001244,"דנגוט מחשבים בע""מ",1014.81,ILS,1087.08,תקנה 14ב - מכרז מרכזי,,537981,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501099152,"טונרים עבור מג""ק, רבעון ד' 2015",09-02-15,,0040001244,"דנגוט מחשבים בע""מ",227.87,ILS,0,תקנה 14ב - מכרז מרכזי,,537981,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501099080,"טונרים פ""ת, רבעון ד' 2015",09-02-15,,0040001244,"דנגוט מחשבים בע""מ",395.58,ILS,0,תקנה 14ב - מכרז מרכזי,,537981,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501099083,"טונרים פ""ת, רבעון ד' 2015",09-02-15,,0040001247,"הראל טכנולוגיות מידע בע""מ",633.55999999999995,ILS,734.02,תקנה 14ב - מכרז מרכזי,,537981,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501099036,"נייר עבור מג""ק, רבעון ד' 2015",09-02-15,,0040001212,"שחר - מוצרי נייר בע""מ",10286.64,ILS,10374.56,תקנה 14ב - מכרז מרכזי,,521424,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501099095,"ציוד משרדי כ""ס, מזונות, רבעון ד' 2015",09-02-15,,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",588.62,ILS,0,תקנה 14ב - מכרז מרכזי,,529619,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501099134,"ציוד משרדי מג""ק, רבעון ד' 2015",09-02-15,,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",539.54999999999995,ILS,0,תקנה 14ב - מכרז מרכזי,,529619,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501099170,"ציוד משרדי מינהל הגבייה, רבעון ד' 2015",09-02-15,,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",676.76,ILS,667.89,תקנה 14ב - מכרז מרכזי,,529619,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501099076,"ציוד משרדי פתח- תקווה, רבעון ד' 2015",09-02-15,,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",657.52,ILS,0,תקנה 14ב - מכרז מרכזי,,529619,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501099055,"ציוד משרדי רמלה, רבעון ד' 2015",09-02-15,,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",669.11,ILS,0,תקנה 14ב - מכרז מרכזי,,529619,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501099507,"טונרים בית אמות ת""א, רבעוןד' 2015",09-03-15,,0040001244,"דנגוט מחשבים בע""מ",1977.89,ILS,2161.52,תקנה 14ב - מכרז מרכזי,,537981,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501099509,"טונרים בית אמות ת""א, רבעוןד' 2015",09-03-15,,0041097839,"גטר גרופ בע""מ",2910.63,ILS,3129.66,תקנה 14ב - מכרז מרכזי,,537981,לא
