שנה ראשונה,מספר סעיף,שם הסעיף,הוצאה ברוטו,"מספרי סעיפים בשנה הקודמת, מופרדים בפסיקים"
2013,C0008540105,החזר הוצאות רכב,93645,
2013,C0008540106,הוצאות פרישה,40000,
2013,C0008540107,כוננות,13118,
2013,C0008540108,העסקת מאבטחים,111695,
2013,C0008540109,העסקת סטודנטים,7022,
2013,C0008540110,הדרכה ושכר לימוד,4600,
2013,C0008540130,שיא כח אדם שיפוטי,515290,
2013,C0008540201,הוצאות תפעול,422717,
2013,C0008540203,הוצאות מחשוב,208381,
2013,C0008540204,העסקת בנות שירות לאומי,4000,
2013,C0008540205,דמי שימוש ממשלתיים,1178,
2013,C0008540209,השתתפות במשרדי הממשלה,254,
2013,C0008540210,השתתפות משרדי הממשלה,-23790,
2013,C0008550101,שיא כח אדם,102952,
2013,C0008550102,עבודה בלתי צמיתה,83642,
2013,C0008550103,שעות נוספות,9170,
2013,C0008550104,כוננות,3950,
2013,C0008550105,שכר עידוד,20134,
2013,C0008550106,החזר הוצאות רכב,8660,
2013,C0008550107,העסקת סטודנטים,5320,
2013,C0008550108,הוצאות פרישה,1020,
2013,C0008550109,הדרכה ושכר לימוד,600,
2013,C0008550110,הוצאות תפעול,78274,
2013,C0008550111,פעולות,69869,
2013,C0008550112,הוצאות מחשוב,65027,
2013,C0008550115,השתתפות במשרדי הממשלה,13246,
2013,C0008560102,רזרבה להתיקרויות שכר,115164,
2013,C0008560110,יעודה לכח אדם,1950,
2013,C0008560111,רזרבה לפעולות,77746,
2013,C0009510101,שיא כח אדם,201140,
2013,C0009510102,עבודה בלתי צמיתה,31818,
2013,C0009510103,שעות נוספות,22646,
2013,C0009510104,כוננות,5340,
2013,C0009510105,העסקת סטודנטים,4248,
2013,C0009510106,הוצאות פרישה,1202,
2013,C0009510107,החזר הוצאות רכב,37664,
2013,C0009510110,הדרכה ושכר לימוד,23174,
2013,C0009510112,דמי שימוש ממשלתיים,36280,
2013,C0009510113,הוצאות תפעול,101478,
2013,C0009510114,השתתפות במשרדי הממשלה,10082,
2013,C0009510115,פעולות,21950,
2013,C0009510116,שמירה וביטחון בארץ,15022,
2013,C0009510201,שיא כח אדם,460110,
2013,C0009510205,הוצאות חינוך ושכר דירה,174118,
2013,C0009510206,העברות עובדים ומטענים,40924,
2013,C0009510210,תקשוב,119632,
2013,C0009510212,הוצאות תפעול,258606,
2013,C0009510213,ביטחון ואבטחה,426834,
2013,C0009510214,פעולות,40836,
2013,C0009510215,"נסיעות לחו""ל",14108,
2013,C0009510220,"פיתוח ובינוי בחו""ל",63416,
2013,C0009510222,השתתפות משרדי הממשלה,-8000,
2013,C0009510303,פעילות המטה,60222,
2013,C0009510304,פרויקטים ופעולות,21696,
2013,C0009510305,המערך המדיני,54078,
2013,C0009510320,רזרבה להשתתפויות,23000,
2013,C0009600101,רזרבה להתיקרויות שכר,59780,
2013,C0010510101,שיא כח אדם,346,
2013,C0010510102,עבודה בלתי צמיתה,36866,
2013,C0010510103,שעות נוספות,1084,
2013,C0010510104,החזר הוצאות רכב,1420,
2013,C0010510105,כוננות,88,
2013,C0010510106,העסקת סטודנטים,1744,
2013,C0010510110,הוצאות תפעול,11936,
2013,C0010510112,שכר דירה לגורמי חוץ,8800,
2013,C0010510113,הדרכה ושכר לימוד,400,
2013,C0010510120,פרויקטים וכנסים,3434,
2013,C0010510123,השתתפות במשרד הביטחון,94,
2013,C0010520102,רזרבה להתיקרויות שכר,1286,
2013,C0011040401,מחשוב,18064,
2013,C0011040801,ביקורת מימון בחירות,530,
2013,C0011041601,רכישת כלי רכב,960,
2013,C0013010525,עתודה לפעילות פיננסית,390606,
2013,C0013010552,התייקרויות שונות,687822,
2013,C0013013015,עתודה לחירום,532092,
2013,C0013013016,עתודה לפרוייקטים,534878,
2013,C0014100101,מימון מפלגות שוטף,216000,
2013,C0014100102,רזרבה למימון מפלגות,53746,
2013,C0014100201,מימון מפלגות לבחירות,120000,
2013,C0015011034,מגן רקיע,76000,
2013,C0015020102,אמרכלות ופעולות,51374,
2013,C0015300102,"אמ""ן",653648,
2013,C0015300103,תקשוב,269698,
2013,C0015400101,עלויות תכנון,55998,
2013,C0016150101,כיבוי אש מהאוויר,47500,
2013,C0016160101,תקן קבע ייעודי,13382,
2013,C0016160102,החזר הוצאות רכב,1960,
2013,C0016160204,אחזקת מרכיבי ביטחון,113672,
2013,C0016160301,תקן קבע ייעודי,5404,
2013,C0016160302,תקן רכב ייעודי,374,
2013,C0016160401,תקן קבע ייעודי,2046,
2013,C0016160402,תקן רכב ייעודי,200,
2013,C0016170204,הוצאות תפעול ואחזקה של המשרד,15268,
2013,C0016170205,מיכון ואמצעי בטיחות המשרד,3800,
2013,C0016170301,חיזוק עורף לאומי,247000,
2013,C0016180101,רזרבה להתיקרויות שכר,3262,
2013,C0017310254,סטודנטים,400,
2013,C0017310323,הדרכה והשתלמות,795,
2013,C0017310903,השתתפות משרד הביטחון,-1000,
2013,C0017311001,ארכיאולוגיה-קו התפר,788,
2013,C0017311002,שמורות טבע-קו התפר,366,
2013,C0017311003,עבודות שונות-קו התפר,4034,
2013,C0017311004,השתתפות משרד הביטחון,-5188,
2013,C0017320110,השתתפות במשרד הביטחון,80280,
2013,C0017330112,הדרכה והשתלמות,114,
2013,C0018110103,מענק בירה,372000,
2013,C0018110104,מענק שר הפנים,200000,
2013,C0018110105,העברה לועד המקומי חברון,4000,
2013,C0018110113,טיפול בשטחים גליליים,464,
2013,C0018110126,מימון תוכניות הבראה,157136,
2013,C0018110127,רזרבה לתוכניות הבראה,336770,
2013,C0018110135,הרשות לפיתוח ירושלים,5984,
2013,C0018110137,בטחון ברשויות המקומיות,2328,
2013,C0018110138,אבטחת ראשי רשויות,10000,
2013,C0018110146,רזרבה למימון איחודים,60954,
2013,C0018900101,רזרבה להתייקרויות שכר,204190,
2013,C0019400101,פרחי מדע,19600,
2013,C0019400108,מלגות למגזרים שונים,412,
2013,C0019400201,מחקרי מדע,49414,
2013,C0019400202,סוכנות החלל הישראלית,4754,
2013,C0019400301,קשרי חוץ מדעיים,532,
2013,C0019400305,מחקרים דו-לאומיים,4684,
2013,C0019400401,תפעול,4428,
2013,C0019400402,ועדות מחקר,3236,
2013,C0019410101,העסקת סטודנטים,970,
2013,C0019410102,שיא כוח אדם,40336,
2013,C0019410103,שעות נוספות,2390,
2013,C0019410104,עבודה בלתי צמיתה,32940,
2013,C0019410105,כוננויות,652,
2013,C0019410106,החזר הוצאות רכב,8388,
2013,C0019410107,שכר עידוד,2414,
2013,C0019410108,הוצאות פרישה,148,
2013,C0019410201,הוצאות תפעול,10230,
2013,C0019410202,דלק לרכב ממשלתי,800,
2013,C0019410203,שירותי כוח אדם,400,
2013,C0019410204,"נסיעות לחו""ל",1600,
2013,C0019410207,שכר דירה לגורמי חוץ,2604,
2013,C0019410209,שמירה ואבטחת שר,4000,
2013,C0019410210,אבטחת משלחות,6400,
2013,C0019410212,הוצאות מחשוב,1200,
2013,C0019410213,השתתפות באוצר,202,
2013,C0019420101,רשות העתיקות,129500,
2013,C0019420201,עתודה לקידום התרבות,122620,
2013,C0019420204,בית התפוצות,22800,
2013,C0019420205,רזרבה להתייקרויות,45794,
2013,C0019420206,מרכז זלמן שזר,4084,
2013,C0019420207,קבוצות תאטרון,30114,
2013,C0019420210,תמיכה בשיפוצי מוסדות,7600,
2013,C0019420211,שירות הסרטים,880,
2013,C0019420212,אמנים עצמאיים,456,
2013,C0019420213,פרסי תרבות,7600,
2013,C0019420214,מוסדות תרבות מדע ומחקר,26220,
2013,C0019420215,תאטראות תמיכה,155800,
2013,C0019420217,יד בן צבי,12160,
2013,C0019420218,מוזיאונים - תמיכה,76000,
2013,C0019420219,האקדמיה ללשון העברית,16150,
2013,C0019420220,מחול תמיכה,56430,
2013,C0019420221,אופרות תמיכה,36062,
2013,C0019420223,ספריות תמיכות,8706,
2013,C0019420224,אמנות פלסטית,9500,
2013,C0019420228,חוק הקולנוע,156000,
2013,C0019420231,תרבות בקהילה תמיכה,12730,
2013,C0019420232,מורשת עדות ישראל,16910,
2013,C0019420233,פעולות תרבות ערבית,20520,
2013,C0019420234,מוסדות תרבות תורנית,16340,
2013,C0019420238,תאטרון אזרחים ותיקים,32304,
2013,C0019420242,המועצה הלאומית לתרבות,2090,
2013,C0019420243,אקדמיה ללשון ערבית,2470,
2013,C0019420244,המועצה לתרבות היידיש,2000,
2013,C0019420245,שימור אתרי התיישבות,32680,
2013,C0019420247,מענק ירושלים לתרבות,37050,
2013,C0019420248,פעולות כלליות בתרבות,80330,
2013,C0019420249,פעולות תרבות לדרוזים,6080,
2013,C0019420250,ספריות פעולות,148000,
2013,C0019420251,שימור רצף פעולות,10000,
2013,C0019420252,הלוואות למוסדות במצוקה,16000,
2013,C0019430105,יוזמות בספורט,20478,
2013,C0019430106,מרכזי אימון ותחרות,6420,
2013,C0019430107,פעולות ספורט ברשויות,36000,
2013,C0019430108,הרשות המוסמכת לצלילה,2900,
2013,C0019430110,מתקנים ואתרי ספורט,14000,
2013,C0019430111,הפעלת הספורט ההישגי,29258,
2013,C0019430112,ספורט הישגי לנשים,3600,
2013,C0019430113,נשתתפות חינוך בספורט,-3600,
2013,C0019430115,סל ספורט בבתי הספר,5604,
2013,C0019430116,עתודה לפעילות בספורט,68682,
2013,C0019430117,פעילות בספורט,16946,
2013,C0019430118,בעלי צרכים מיוחדים,1200,
2013,C0019430119,פעולות רב ענפיות,600,
2013,C0019430123,אלימות בספורט,2000,
2013,C0019430127,מאמנים,1000,
2013,C0019430201,התאחדויות תמיכה,3000,
2013,C0019430202,יוזמות,3376,
2013,C0019440102,רזרבה להתייקרויות שכר,2730,
2013,C0020241482,השתתפות במשרד הביטחון,550,
2013,C0020241647,השתתפות משרד הביטחון,-6000,
2013,C0020250544,השתתפות בכנסת,-272,
2013,C0020260595,הוצאות מטה ניהול עצמי,12360,
2013,C0020270671,שילוב תלמידים בתעשיה,25286,
2013,C0020270942,השתתפות במשרד הביטחון,76000,
2013,C0020271142,סבסוד תשלומי הורים,355720,
2013,C0020271545,אקדמיה למצטיינים,4000,
2013,C0021110103,תכנית מרכזי המצוינות,45000,
2013,C0021110108,השתתפות משרדים,-44136,
2013,C0021110109,השתתפות במשרדים,37446,
2013,C0021110201,מרכז הסיוע לסטודנטים,348800,
2013,C0021110202,מכינות קדם אקדמיות,70000,
2013,C0021110301,הקרן הלאומית למדע,700000,
2013,C0021110303,דמי חבר ESRF,8716,
2013,C0021110304,האקדמיה הלאומית למדעים,24340,
2013,C0021120101,רזרבה להתייקרויות,514402,
2013,C0023011001,פנסיה ופיצויים,5270,
2013,C0023011002,החזקת רכב - רווחה,93758,
2013,C0023011003,רכב ממשלתי (29),3520,
2013,C0023011292,מחשוב לשכות רווחה,50,
2013,C0023013201,פעולות התנדבות,6564,
2013,C0023062198,קניית שירותים- תרבות,17500,
2013,C0023062290,תמיכה בארגוני הנכים,5556,
2013,C0023102694,השתתפות במשטרה,3200,
2013,C0023103801,סיוע לפנימיות,46228,
2013,C0023103833,פיקוח ובקרת פנימיות,34,
2013,C0023120321,מיגון מוסדות רווחה,20000,
2013,C0024023061,השתתפות בפרוייקט מרכבה,596,
2013,C0024029926,השתתפות מ. הבטחון,-12600,
2013,C0024029927,הוצאות סופות חול,12600,
2013,C0024230101,ביצוע חוק הנכים,28000,
2013,C0025010101,שיא כח אדם,21028,
2013,C0025010102,עבודה בלתי צמיתה,5616,
2013,C0025010103,שעות נוספות,1188,
2013,C0025010104,כוננויות,814,
2013,C0025010105,החזר הוצאות רכב,5300,
2013,C0025010106,שכר עידוד,1228,
2013,C0025010107,שעות העסקת סטודנטים,844,
2013,C0025010108,כוננויות רופאים,400,
2013,C0025010204,יעוץ חות דעת ומומחים,1240,
2013,C0025010205,שירותי מענה טלפוני,3000,
2013,C0025010206,מיחשוב מערך התגמולים,1600,
2013,C0025010207,השתתפות באוצר-מיחשוב,2638,
2013,C0025010208,השתתפויות בתפעול,14890,
2013,C0025010211,ועדות רפואיות,10830,
2013,C0025010213,ארכיון,17614,
2013,C0025020103,סיוע לזכאי חוק ההטבות,67882,
2013,C0025020201,טיפול ושיקום רפואי,540000,
2013,C0025020202,הנחות בתרופות,141512,
2013,C0025020207,החזקת טלפון,44046,
2013,C0025020208,תשלומי חסד,1132,
2013,C0025020209,מענק ביגוד,10,
2013,C0025020210,הלואות לשקום כלכלי,6240,
2013,C0025020213,פטור מאגרת טלויזיה,20198,
2013,C0025020214,עזרה בבית,5360,
2013,C0025020217,סל השירותים,299094,
2013,C0025020218,יעודה להגדלת הסיוע,360512,
2013,C0025030102,רזרבה להתיקרויות שכר,1120,
2013,C0026110101,שיא כח אדם,142314,
2013,C0026110102,עבודה בלתי צמיתה,35504,
2013,C0026110103,שעות נוספות,9562,
2013,C0026110104,כוננות,7134,
2013,C0026110105,שכר עידוד,4000,
2013,C0026110106,הוצאות פרישה,600,
2013,C0026110107,החזר הוצאות רכב,27416,
2013,C0026110108,אחזקת רכב ממשלתי,16238,
2013,C0026110109,העסקה לפי שעות,3700,
2013,C0026110201,הוצאות תפעול,63634,
2013,C0026110202,הדרכה ושכר לימוד,4400,
2013,C0026110203,הוצאות מחשוב,24000,
2013,C0026110204,שכר דירה לגורמי חוץ,700,
2013,C0026110207,תשלום לפי פסקי דין,200,
2013,C0026110210,רכישת שירותי ייעוץ,2000,
2013,C0026120101,תמיכות שונות,8980,
2013,C0026120103,השתתפות ממשרדי ממשלה,-6798,
2013,C0026120105,רשות נחל הירקון,1197,
2013,C0026120106,רשות נחל הקישון,1362,
2013,C0026120108,השתתפות אפוטרופוס,-5000,
2013,C0026120109,תמיכות ועדת עזבונות,5000,
2013,C0026120110,פרוייקטים כלכליים,62566,
2013,C0026120111,פעולות אשכול משאבי טבע,3500,
2013,C0026120115,פעולות אשכול תעשיות,6500,
2013,C0026120116,פעולות אגף איכות אוויר,6450,
2013,C0026120118,הפעלת יחידות סביבתיות,22000,
2013,C0026120119,גריטת רכבים,29332,
2013,C0026120120,פיתוח פארק אריאל שרון,30000,
2013,C0026120121,פיתוח פארק נחל באר שבע,23572,
2013,C0026120123,פעולות לשיקום נחלים,4000,
2013,C0026120126,פרוייקט המצוק החופי,13000,
2013,C0026130101,שיא כח אדם,1750,
2013,C0026130102,שעות נוספות,250,
2013,C0026130103,כוננות,53,
2013,C0026130104,החזר הוצאות רכב,330,
2013,C0026130106,פעולות מקצועיות,87617,
2013,C0026130107,תמיכות,150000,
2013,C0026130201,שיא כח אדם,1550,
2013,C0026130202,עבודה בלתי צמיתה,7,
2013,C0026130203,שעות נוספות,95,
2013,C0026130204,כוננות,11,
2013,C0026130205,החזר הוצאות רכב,340,
2013,C0026130207,פעולות מקצועיות,12997,
2013,C0026130302,פעולות מקצועיות,4000,
2013,C0026130401,שיא כח אדם,7950,
2013,C0026130402,עבודה בלתי צמיתה,620,
2013,C0026130403,שעות נוספות,45,
2013,C0026130405,החזר הוצאות רכב,370,
2013,C0026130408,פעולות מקצועיות,34115,
2013,C0026130409,תפעול,1500,
